Index,Timestamp_US,RSSI
734,84054904,-44
735,84055006,-43
736,84055117,-43
737,84055201,-42
738,84055339,-42
739,84055450,-42
740,84055579,-42
741,84055690,-41
742,84055801,-41
743,84055939,-41
744,84056068,-41
745,84056254,-40
746,84056430,-40
747,84056523,-40
748,84056668,-40
749,84056752,-40
750,84056881,-40
751,84056992,-40
752,84057103,-40
753,84057289,-40
754,84057373,-40
755,84057466,-40
756,84057692,-41
757,84057839,-41
758,84057977,-41
759,84058099,-42
760,84058634,-43
761,84058736,-43
762,84058820,-43
763,84058931,-44
764,84059171,-45
765,84059309,-46
766,84059402,-46
767,84059495,-47
768,84059597,-47
769,84059708,-48
770,84059801,-49
771,84059894,-50
772,84059996,-50
773,84060116,-51
774,84060272,-52
775,84060410,-54
776,84060521,-54
777,84060614,-54
778,84060716,-54
779,84060800,-54
780,84060920,-53
781,84061031,-53
782,84061151,-52
783,84061307,-51
784,84061418,-50
785,84063684,-44
786,84063795,-44
787,84063906,-44
788,84064044,-44
789,84064137,-44
790,84064239,-44
791,84064621,-44
792,84064732,-44
793,84064870,-45
794,84064981,-45
795,84065123,-45
796,84065234,-45
797,84065318,-45
798,84065411,-45
799,84065704,-45
800,84065824,-45
801,84065953,-45
802,84066037,-45
803,84066148,-45
804,84066259,-45
805,84066370,-45
806,84066499,-46
807,84066610,-46
808,84066739,-46
809,84066832,-46
810,84066943,-46
811,84067054,-46
812,84067165,-46
813,84067303,-46
814,84067423,-46
815,84067534,-46
816,84067627,-45
817,84067729,-45
818,84067867,-45
819,84067960,-45
820,84068374,-45
821,84068493,-45
822,84068577,-45
823,84068670,-45
824,84068790,-45
825,84068928,-45
826,84069021,-45
827,84069225,-45
828,84069345,-45
829,84069483,-45
830,84069603,-45
831,84069687,-45
832,84069816,-45
833,84069918,-46
834,84070029,-46
835,84070167,-46
836,84070278,-46
837,84070371,-47
838,84070482,-47
839,84070611,-47
840,84070773,-47
841,84072704,-47
842,84072815,-47
843,84072935,-47
844,84073037,-47
845,84073166,-46
846,84073250,-46
847,84073352,-46
848,84073499,-46
849,84073637,-45
850,84073739,-45
851,84073832,-45
852,84073952,-45
853,84074054,-45
854,84074138,-45
855,84074249,-45
856,84074369,-45
857,84074480,-44
858,84074564,-44
859,84074684,-44
860,84074795,-44
861,84074888,-44
862,84075008,-44
863,84075110,-44
864,84075239,-43
865,84075359,-43
866,84075461,-43
867,84075581,-43
868,84075683,-43
869,84075767,-43
870,84075869,-43
871,84075953,-43
872,84076046,-43
873,84076157,-43
874,84076250,-43
875,84076361,-43
876,84076472,-43
877,84076610,-43
878,84076694,-43
879,84076805,-43
880,84076889,-43
881,84077276,-43
882,84077414,-43
883,84077498,-43
884,84077600,-43
885,84077711,-43
886,84077822,-43
887,84077933,-43
888,84078053,-43
889,84078200,-43
890,84078347,-43
891,84078458,-43
892,84078587,-43
893,84078707,-43
894,84078800,-43
895,84078947,-43
896,84079160,-43
897,84079271,-43
898,84079520,-43
899,84082380,-46
900,84082491,-46
901,84085011,-40
902,84085113,-40
903,84085215,-40
904,84085299,-40
905,84085392,-40
906,84085512,-40
907,84085596,-40
908,84085698,-40
909,84085800,-40
910,84085920,-40
911,84086040,-41
912,84088464,-51
913,84088557,-52
914,84088686,-53
915,84092194,-44
916,84092305,-44
917,84092389,-44
918,84092491,-44
919,84092629,-44
920,84092749,-44
921,84093240,-44
922,84093351,-44
923,84093480,-44
924,84098905,-47
925,84100638,-48
926,84100749,-48
927,84100869,-48
928,84100962,-47
929,84101082,-47
930,84101229,-47
931,84101376,-47
932,84101478,-46
933,84101580,-46
934,84101700,-46
935,84101802,-46
936,84101922,-46
937,84102024,-45
938,84102135,-45
939,84102255,-45
940,84102366,-45
941,84102468,-45
942,84102579,-45
943,84102672,-45
944,84102765,-44
945,84102885,-44
946,84102987,-44
947,84103311,-44
948,84103508,-43
949,84103619,-43
950,84103712,-43
951,84103805,-43
952,84103925,-43
953,84104156,-43
954,84104249,-43
955,84104351,-43
956,84104480,-43
957,84104627,-43
958,84104738,-43
959,84104840,-43
960,84104951,-43
961,84105053,-43
962,84105173,-43
963,84105302,-43
964,84105404,-43
965,84105488,-43
966,84105590,-43
967,84105728,-43
968,84105941,-43
969,84106025,-43
970,84106145,-43
971,84106247,-43
972,84106349,-43
973,84106487,-43
974,84106616,-43
975,84106718,-43
976,84106856,-43
977,84106967,-43
978,84107078,-43
979,84107252,-43
980,84107363,-43
981,84107501,-43
982,84107612,-43
983,84107723,-43
984,84107816,-43
985,84107909,-43
986,84108056,-43
987,84108330,-43
988,84108423,-43
989,84108525,-43
990,84108627,-44
991,84108747,-44
992,84108840,-44
993,84108987,-44
994,84109080,-44
995,84109182,-45
996,84109302,-45
997,84109404,-45
998,84109542,-45
999,84109689,-45
1000,84111076,-45
1001,84111178,-45
1002,84111334,-45
1003,84111436,-44
1004,84111547,-44
1005,84111649,-44
1006,84111742,-43
1007,84111844,-43
1008,84111982,-43
1009,84112093,-43
1010,84112231,-42
1011,84112324,-42
1012,84112462,-42
1013,84112555,-42
1014,84112675,-41
1015,84112786,-41
1016,84112879,-41
1017,84112999,-41
1018,84113119,-41
1019,84113248,-41
1020,84113350,-40
1021,84113461,-40
1022,84113545,-41
1023,84113656,-40
1024,84113749,-41
1025,84113860,-41
1026,84113953,-41
1027,84114064,-41
1028,84114184,-41
1029,84114416,-41
1030,84114500,-41
1031,84114584,-42
1032,84114686,-42
1033,84114788,-42
1034,84114872,-42
1035,84115067,-42
1036,84115307,-43
1037,84115686,-44
1038,84115770,-45
1039,84115863,-45
1040,84115992,-46
1041,84116094,-46
1042,84116196,-47
1043,84116366,-48
1044,84116450,-49
1045,84116543,-49
1046,84116664,-50
1047,84116775,-51
1048,84116859,-52
1049,84116952,-53
1050,84117228,-55
1051,84117330,-55
1052,84117441,-55
1053,84117567,-55
1054,84117660,-54
1055,84117780,-53
1056,84117873,-52
1057,84117984,-51
1058,84118086,-50
1059,84118233,-49
1060,84118326,-49
1061,84118437,-48
1062,84118557,-47
1063,84118659,-47
1064,84118797,-46
1065,84118899,-46
1066,84119019,-46
1067,84119103,-45
1068,84119229,-45
1069,84119331,-45
1070,84119451,-45
1071,84119571,-45
1072,84119682,-45
1073,84119837,-44
1074,84119930,-44
1075,84120050,-44
1076,84120161,-44
1077,84120931,-44
1078,84121015,-44
1079,84121108,-44
1080,84121219,-44
1081,84121468,-44
1082,84121561,-44
1083,84121681,-44
1084,84121819,-44
1085,84121964,-45
1086,84122048,-45
1087,84123359,-45
1088,84123674,-45
1089,84123758,-45
1090,84127103,-47
1091,84127196,-47
1092,84127307,-48
1093,84127409,-48
1094,84127511,-48
1095,84127631,-48
1096,84127751,-49
1097,84127871,-49
1098,84127982,-49
1099,84128102,-49
1100,84128222,-49
1101,84128324,-49
1102,84128444,-49
1103,84129111,-48
1104,84129222,-48
1105,84129387,-48
1106,84129498,-47
1107,84129591,-47
1108,84129693,-47
1109,84129786,-47
1110,84129888,-47
1111,84129999,-46
1112,84130110,-46
1113,84130275,-46
1114,84130359,-46
1115,84130470,-45
1116,84130572,-45
1117,84130692,-45
1118,84130785,-45
1119,84130878,-45
1120,84130989,-45
1121,84131091,-45
1122,84131238,-44
1123,84131381,-44
1124,84131483,-44
1125,84131594,-44
1126,84131696,-44
1127,84131807,-44
1128,84131900,-43
1129,84132122,-43
1130,84132233,-43
1131,84132353,-43
1132,84132464,-43
1133,84132602,-43
1134,84132704,-43
1135,84132833,-43
1136,84132962,-43
1137,84133073,-43
1138,84133268,-43
1139,84133379,-43
1140,84133499,-43
1141,84133664,-43
1142,84133784,-43
1143,84133895,-43
1144,84133988,-43
1145,84136001,-42
1146,84136121,-42
1147,84136241,-42
1148,84136370,-43
1149,84136490,-43
1150,84136592,-43
1151,84136685,-43
1152,84136805,-43
1153,84136907,-43
1154,84137147,-44
1155,84137258,-44
1156,84137369,-44
1157,84137582,-44
1158,84137720,-45
1159,84137804,-45
1160,84137976,-45
1161,84138087,-45
1162,84138216,-45
1163,84138344,-46
1164,84138428,-46
1165,84138512,-46
1166,84138632,-46
1167,84138752,-46
1168,84138845,-46
1169,84139085,-46
1170,84139196,-46
1171,84139649,-45
1172,84139760,-45
1173,84139880,-44
1174,84140231,-43
1175,84140333,-43
1176,84140444,-43
1177,84140555,-43
1178,84140657,-42
1179,84140786,-42
1180,84140897,-42
1181,84141008,-42
1182,84141266,-42
1183,84141359,-42
1184,84141461,-41
1185,84141599,-41
1186,84141710,-41
1187,84141803,-41
1188,84141905,-41
1189,84141989,-41
1190,84142145,-41
1191,84142292,-41
1192,84142430,-41
1193,84142652,-42
1194,84142736,-42
1195,84142838,-42
1196,84142940,-42
1197,84143051,-42
1198,84144239,-46
1199,84144341,-46
1200,84144434,-47
1201,84144579,-47
1202,84144672,-48
1203,84144774,-49
1204,84144876,-49
1205,84144978,-50
1206,84145200,-53
1207,84145311,-54
1208,84145422,-55
1209,84145739,-58
1210,84145841,-57
1211,84146373,-51
1212,84146559,-50
1213,84146670,-49
1214,84146763,-48
1215,84146874,-48
1216,84147105,-47
1217,84147207,-46
1218,84148135,-44
1219,84148237,-44
1220,84148357,-44
1221,84148441,-44
1222,84148525,-44
1223,84148645,-44
1224,84148765,-44
1225,84148858,-44
1226,84148969,-44
1227,84149107,-44
1228,84149236,-44
1229,84149329,-44
1230,84149458,-44
1231,84149578,-44
1232,84149716,-44
1233,84149809,-44
1234,84149920,-44
1235,84150013,-44
1236,84150133,-44
1237,84150280,-44
1238,84150391,-45
1239,84150529,-45
1240,84150649,-45
1241,84150769,-45
1242,84150889,-45
1243,84151213,-45
1244,84151306,-45
1245,84151462,-45
1246,84151582,-45
1247,84151702,-45
1248,84151795,-45
1249,84151924,-45
1250,84152071,-45
1251,84155489,-48
1252,84155729,-49
1253,84155840,-49
1254,84156173,-50
1255,84156302,-50
1256,84156440,-50
1257,84156542,-50
1258,84156662,-50
1259,84156884,-50
1260,84156977,-50
1261,84157079,-50
1262,84157199,-49
1263,84157301,-49
1264,84157403,-49
1265,84157514,-48
1266,84157625,-48
1267,84157736,-48
1268,84157820,-48
1269,84157922,-48
1270,84158015,-47
1271,84158108,-47
1272,84158201,-47
1273,84158285,-47
1274,84158378,-47
1275,84158489,-46
1276,84158636,-46
1277,84158747,-46
1278,84158849,-46
1279,84158951,-45
1280,84159044,-45
1281,84159146,-45
1282,84159239,-45
1283,84159461,-45
1284,84159572,-45
1285,84159656,-45
1286,84159749,-44
1287,84159887,-44
1288,84160073,-44
1289,84160193,-44
1290,84160286,-44
1291,84160415,-44
1292,84160499,-44
1293,84160592,-43
1294,84160676,-43
1295,84160769,-43
1296,84160907,-43
1297,84161000,-43
1298,84163252,-43
1299,84163363,-43
1300,84163465,-43
1301,84163567,-43
1302,84163651,-43
1303,84163762,-43
1304,84163873,-43
1305,84163966,-43
1306,84164059,-43
1307,84164152,-43
1308,84164281,-43
1309,84164383,-43
1310,84164521,-43
1311,84164641,-43
1312,84164752,-43
1313,84164854,-43
1314,84164956,-43
1315,84165093,-43
1316,84165231,-43
1317,84165360,-43
1318,84165471,-43
1319,84165555,-43
1320,84165666,-44
1321,84165786,-44
1322,84165906,-44
1323,84166017,-44
1324,84166654,-46
1325,84166756,-46
1326,84166871,-46
1327,84166982,-46
1328,84167066,-46
1329,84167592,-46
1330,84167805,-46
1331,84167934,-46
1332,84168389,-44
1333,84168491,-44
1334,84168602,-44
1335,84168825,-43
1336,84168936,-43
1337,84169056,-43
1338,84169212,-42
1339,84169332,-42
1340,84169443,-42
1341,84169572,-42
1342,84169701,-42
1343,84169812,-42
1344,84169923,-42
1345,84170052,-41
1346,84170163,-41
1347,84172345,-45
1348,84172438,-45
1349,84172594,-46
1350,84172687,-46
1351,84174440,-54
1352,84174524,-53
1353,84174728,-51
1354,84174875,-50
1355,84174977,-49
1356,84175079,-48
1357,84175190,-47
1358,84175292,-47
1359,84175439,-46
1360,84175541,-46
1361,84175781,-45
1362,84175892,-45
1363,84176150,-45
1364,84176376,-44
1365,84176487,-44
1366,84176598,-44
1367,84176709,-44
1368,84176820,-44
1369,84176922,-44
1370,84177033,-44
1371,84177117,-44
1372,84177210,-44
1373,84177294,-44
1374,84177423,-44
1375,84177636,-44
1376,84177720,-44
1377,84177813,-44
1378,84177915,-44
1379,84178026,-44
1380,84178146,-44
1381,84178257,-44
1382,84178350,-44
1383,84178461,-44
1384,84178572,-44
1385,84178683,-44
1386,84178767,-44
1387,84178860,-44
1388,84178971,-44
1389,84179073,-45
1390,84179175,-45
1391,84181187,-46
1392,84181289,-46
1393,84181436,-46
1394,84181529,-46
1395,84181658,-46
1396,84181760,-46
1397,84181871,-46
1398,84181991,-46
1399,84182231,-46
1400,84182342,-46
1401,84182426,-46
1402,84182519,-46
1403,84182630,-46
1404,84182723,-47
1405,84182834,-47
1406,84182945,-47
1407,84183056,-47
1408,84183345,-48
1409,84212065,-49
1410,84212427,-49
1411,84212622,-50
1412,84212742,-50
1413,84212835,-50
1414,84212955,-50
1415,84213075,-50
1416,84213257,-49
1417,84213350,-49
1418,84213488,-49
1419,84213581,-49
1420,84213674,-49
1421,84213776,-48
1422,84213896,-48
1423,84214016,-48
1424,84214100,-48
1425,84214247,-47
1426,84214358,-47
1427,84214460,-47
1428,84214571,-47
1429,84214664,-46
1430,84214766,-46
1431,84214877,-46
1432,84214970,-46
1433,84215063,-46
1434,84215192,-46
1435,84215294,-46
1436,84215405,-45
1437,84217353,-43
1438,84217437,-43
1439,84217521,-43
1440,84217632,-43
1441,84217743,-43
1442,84219216,-44
1443,84219327,-44
1444,84219447,-44
1445,84219558,-44
1446,84219651,-44
1447,84219771,-44
1448,84219873,-44
1449,84219993,-43
1450,84220086,-43
1451,84220839,-43
1452,84220950,-43
1453,84221052,-43
1454,84221163,-43
1455,84221265,-43
1456,84221367,-43
1457,84221478,-43
1458,84221571,-43
1459,84221691,-43
1460,84221793,-43
1461,84221886,-43
1462,84222015,-43
1463,84222300,-44
1464,84222438,-44
1465,84222540,-44
1466,84222633,-44
1467,84223396,-46
1468,84223738,-46
1469,84223849,-46
1470,84223960,-46
1471,84224062,-46
1472,84224173,-46
1473,84224302,-46
1474,84224386,-46
1475,84226507,-41
1476,84226618,-41
1477,84227378,-41
1478,84227600,-41
1479,84227684,-42
1480,84227804,-42
1481,84227897,-42
1482,84228101,-42
1483,84228230,-42
1484,84228332,-43
1485,84228470,-43
1486,84228581,-43
1487,84228683,-43
1488,84228785,-44
1489,84228887,-44
1490,84228998,-45
1491,84229082,-45
1492,84229175,-45
1493,84229286,-46
1494,84229424,-46
1495,84229535,-47
